nct_id,section,signal_type,label,detail,source_sentence
NCT06060613,inclusion,prior_therapy,=2 prior lines,==2,Participants with melanoma must not exceed 2 prior lines of systemic therapy. Neoadjuvant/Adjuvant treatment will not be considered a prior line of systemic therapy unless the participant progressed during or within the 12 weeks after the last dose of the adjuvant PD-1/PD-L1 blocking antibody.
NCT06060613,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Participants with unresectable or metastatic melanoma must have experienced documented radiographic disease progression after systemic therapy containing a programmed cell death protein 1 (PD-1)/programmed death ligand 1 (PD-L1) blocking antibody.
NCT06060613,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Participants with melanoma must not exceed 2 prior lines of systemic therapy. Neoadjuvant/Adjuvant treatment will not be considered a prior line of systemic therapy unless the participant progressed during or within the 12 weeks after the last dose of the adjuvant PD-1/PD-L1 blocking antibody.
NCT06060613,inclusion,prior_therapy,=2 prior lines,==2,Participants with melanoma must not exceed 2 prior lines of systemic therapy. Neoadjuvant/Adjuvant treatment will not be considered a prior line of systemic therapy unless the participant progressed during or within the 12 weeks after the last dose of the adjuvant PD-1/PD-L1 blocking antibody.
NCT06060613,inclusion,biomarker,BRAF mentioned,BRAF:unspecified,Participants with targetable BRAF mutations are not required to have received prior BRAF inhibitors. Participants must not have disease progression on a BRAF/MEK inhibitor that was given as the most recent line of therapy.
NCT06060613,inclusion,biomarker,BRAF mentioned,BRAF:unspecified,Participants with targetable BRAF mutations are not required to have received prior BRAF inhibitors. Participants must not have disease progression on a BRAF/MEK inhibitor that was given as the most recent line of therapy.
NCT06060613,inclusion,biomarker,BRAF mentioned,BRAF:unspecified,Participants with targetable BRAF mutations are not required to have received prior BRAF inhibitors. Participants must not have disease progression on a BRAF/MEK inhibitor that was given as the most recent line of therapy.
NCT06060613,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Participants may have received up to 2 doses of system therapy containing a programmed cell death protein 1 (PD-1)/programmed death ligand 1 (PD-L1) blocking antibody-based treatment of unresectable metastatic melanoma (but must not have known clinical progression.) Neoadjuvant/Adjuvant treatment will not be considered a prior line of systemic therapy; however, participants whose disease progressed within 12 weeks after the last dose of the PD-1/PD-L1 blocking antibody given as adjuvant treatment (primary ICI resistant) are not eligible."
NCT06060613,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Participants may have received up to 2 doses of system therapy containing a programmed cell death protein 1 (PD-1)/programmed death ligand 1 (PD-L1) blocking antibody-based treatment of unresectable metastatic melanoma (but must not have known clinical progression.) Neoadjuvant/Adjuvant treatment will not be considered a prior line of systemic therapy; however, participants whose disease progressed within 12 weeks after the last dose of the PD-1/PD-L1 blocking antibody given as adjuvant treatment (primary ICI resistant) are not eligible."
NCT06060613,inclusion,ecog,ECOG 0,0-0,Participant has an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 and an estimated life expectancy of greater than 6 months.
NCT06062498,inclusion,biomarker,HER2 positive,HER2:positive,"Patients must have histologically or cytologically confirmed ER-positive and HER2- negative breast cancer as per the American Society of Clinical Oncology (ASCO)/College of American Pathologists (CAP) guidelines (Allison et al, 2020, Wolff et al, 2018). Note: In the context of this trial, ER status will be considered positive if \>10% of tumor cells demonstrate positive nuclear staining by immunohistochemistry. Note: Fresh biopsy is not a requirement."
NCT06062498,inclusion,ecog,ECOG 0,0-0,Patients must exhibit an ECOG performance status of 0 or 1.
NCT06062745,inclusion,ecog,ECOG 0–2,0-2,"ECOG performance status ≤2 (Karnofsky ≥60%, see Appendix A)"
NCT06065748,inclusion,biomarker,HER2 positive,HER2:positive,"Documented estrogen receptor-positive (ER+), HER2-negative (HER2-) tumor assessed locally on the most recent tumor biopsy (or an archived tumor sample if a recent tumor sample is not available for testing)"
NCT06065748,inclusion,biomarker,HER2 negative,HER2:negative,"Documented estrogen receptor-positive (ER+), HER2-negative (HER2-) tumor assessed locally on the most recent tumor biopsy (or an archived tumor sample if a recent tumor sample is not available for testing)"
NCT06065748,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group Performance Status (ECOG PS) 0-1
NCT06066138,inclusion,ecog,ECOG 0–2,0-2,ECOG performance status of 0-2.
NCT06066138,exclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Prior treatment with immune checkpoint blockade therapies, including anti-CTLA-4, anti-PD-1, and anti-PD-L1 therapeutic antibodies; (including atezolizumab) within 28 days prior to study treatment initiation."
NCT06066437,inclusion,ecog,ECOG 1,1-1,ECOG performance status (PS) grade 1
NCT06067269,inclusion,ecog,ECOG 0–1,0-1,Adequate performance status (Eastern Cooperative Oncology Group \[ECOG\] 0-1)
NCT06067503,inclusion,biomarker,HER2 negative,HER2:negative,Have biopsy-proven ER/PR-positive (defined as ER ≥1 percent and PR ≥1 percent by IHC) and HER2-negative advanced or metastatic LBC starting new standard of care endocrine therapy
NCT06067841,inclusion,ecog,ECOG 0–1,0-1,Participant must have an Eastern Cooperative Oncology Group (ECOG) performance status 0 to 1.
NCT06069570,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) performance status of 0-1.
NCT06069570,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Genomic screening, with tumors with known actionable molecular alterations, such as EGFR, ALK, ROS-1, BRAF, RET, MET, and KRAS etc., must have progressed on appropriate target-directed molecular therapy."
NCT06069570,inclusion,biomarker,KRAS mentioned,KRAS:unspecified,"Genomic screening, with tumors with known actionable molecular alterations, such as EGFR, ALK, ROS-1, BRAF, RET, MET, and KRAS etc., must have progressed on appropriate target-directed molecular therapy."
NCT06069570,inclusion,biomarker,ALK mentioned,ALK:unspecified,"Genomic screening, with tumors with known actionable molecular alterations, such as EGFR, ALK, ROS-1, BRAF, RET, MET, and KRAS etc., must have progressed on appropriate target-directed molecular therapy."
NCT06069570,inclusion,biomarker,BRAF mentioned,BRAF:unspecified,"Genomic screening, with tumors with known actionable molecular alterations, such as EGFR, ALK, ROS-1, BRAF, RET, MET, and KRAS etc., must have progressed on appropriate target-directed molecular therapy."
NCT06069570,inclusion,biomarker,MET mentioned,MET:unspecified,"Genomic screening, with tumors with known actionable molecular alterations, such as EGFR, ALK, ROS-1, BRAF, RET, MET, and KRAS etc., must have progressed on appropriate target-directed molecular therapy."
NCT06072612,inclusion,biomarker,HER2 positive,HER2:positive,Human epidermal growth factor 2 (HER2) positive must be previously treated with at least 3 regimens containing at least two anti-HER2 and at least one chemotherapy containing regimen.
NCT06072612,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Human epidermal growth factor 2 (HER2) positive must be previously treated with at least 3 regimens containing at least two anti-HER2 and at least one chemotherapy containing regimen.
NCT06072612,inclusion,biomarker,HER2 negative,HER2:negative,"HER2 low patients, in addition to the appropriate therapies based on ER/PR status and germline or genomic actionable targets, must also have received at least one HER2-targeted agent approved for treatment of HER2 low patients."
NCT06072612,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"HER2 low patients, in addition to the appropriate therapies based on ER/PR status and germline or genomic actionable targets, must also have received at least one HER2-targeted agent approved for treatment of HER2 low patients."
NCT06072612,inclusion,biomarker,HER2 negative,HER2:negative,"HER2 low patients, in addition to the appropriate therapies based on ER/PR status and germline or genomic actionable targets, must also have received at least one HER2-targeted agent approved for treatment of HER2 low patients."
NCT06072612,inclusion,biomarker,HER2 negative,HER2:negative,HER2 negative tumors must be refractory to hormonal therapy (if indicated) and previously treated with at least 2 chemotherapy regimens.
NCT06072612,inclusion,ecog,ECOG 0,0-0,"ECOG performance status of 0, 1 or 2"
NCT06073431,inclusion,ecog,ECOG 0,0-0,"Have an Eastern Cooperative Oncology Group (ECOG) performance status of 0, 1 or 2"
NCT06084338,inclusion,ecog,ECOG 0–2,0-2,ECOG PS grade of 0-2
NCT06084338,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,Creatinine \< (2.0 mg/dL) during screening evaluation (\>2.0 is allowed if EGFR \>30 mL/min/1.73 m2)
NCT06084806,inclusion,ecog,ECOG 0,0-0,"ECOG performance status of 0, 1 or 2."
NCT06085664,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status (PS) grade of 0 or 1
NCT06085729,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) Performance Status of ≤2.
NCT06085742,inclusion,ecog,ECOG 0,0-0,"ECOG performance status 0, 1, or 2"
NCT06085742,inclusion,prior_therapy,Treatment-naive,naive0,No prior systemic therapy for this cancer other than pre-operative endocrine therapy
NCT06085742,inclusion,biomarker,BRCA1 mentioned,BRCA1:unspecified,"Treating Oncologist recommends adjuvant chemotherapy without concurrent biologic/targeted therapy. Patients may receive a CDK4/6 inhibitor after completion of all study treatment, concurrently with adjuvant endocrine therapy. Patients with a germline pathogenic/likely pathogenic variant in a DNA homologous repair gene (e.g. BRCA1, BRCA2, PALB2) may receive adjuvant PARP inhibitor therapy after completion of all study treatment."
NCT06085742,inclusion,biomarker,BRCA2 mentioned,BRCA2:unspecified,"Treating Oncologist recommends adjuvant chemotherapy without concurrent biologic/targeted therapy. Patients may receive a CDK4/6 inhibitor after completion of all study treatment, concurrently with adjuvant endocrine therapy. Patients with a germline pathogenic/likely pathogenic variant in a DNA homologous repair gene (e.g. BRCA1, BRCA2, PALB2) may receive adjuvant PARP inhibitor therapy after completion of all study treatment."
NCT06085742,inclusion,biomarker,HER2 negative,HER2:negative,"Tumor is estrogen receptor (ER)-positive (\> 10% by IHC) and/or progesterone receptor (PR)-positive (\> 10% by IHC), HER2-negative by IHC or FISH according to 2018 ASCO-CAP guidelines."
NCT06085833,inclusion,ecog,ECOG 0–3,0-3,ECOG performance status of 0 to 3.
NCT06086704,exclusion,biomarker,HER2 positive,HER2:positive,"HER2-positive breast cancer, as defined by immunohistochemical staining 3+ OR positive by in situ hybridization (Group 2 only)"
NCT06088771,inclusion,ecog,ECOG 0–1,0-1,"ECOG 0-1. The exception will be patients carrying long term disability (such as cerebral palsy) where the disability is not acute nor progressive, and unlikely to significantly affect their response to therapy."
NCT06088771,exclusion,biomarker,EGFR positive,EGFR:positive,"Patients without any smoking history, or any patient for whom we already have tissue or ctDNA evidence of an activating EGFR mutation or an ALK or ROS1 rearrangement."
NCT06088771,exclusion,biomarker,ALK positive,ALK:positive,"Patients without any smoking history, or any patient for whom we already have tissue or ctDNA evidence of an activating EGFR mutation or an ALK or ROS1 rearrangement."
NCT06088771,exclusion,biomarker,ROS1 positive,ROS1:positive,"Patients without any smoking history, or any patient for whom we already have tissue or ctDNA evidence of an activating EGFR mutation or an ALK or ROS1 rearrangement."
NCT06090266,exclusion,ecog,ECOG 2,2-2,Subject has an Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) \> 2.
NCT06092892,exclusion,biomarker,HER2 mentioned,HER2:unspecified,Her2+ or ER- invasive breast cancer
NCT06095089,inclusion,ecog,ECOG 0,0-0,Have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
NCT06096844,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Patient must have histologically or cytologically confirmed non-small cell lung cancer (NSCLC) with PD-L1 Tumor Proportion Score (TPS) range of 1-49%
NCT06096844,inclusion,biomarker,EGFR negative,EGFR:negative,Patient must have a tumor that is negative for EGFR mutation/ALK translocations or other actionable first line mutations in which patients would receive first-line oral tyrosine kinase inhibitors
NCT06096844,inclusion,biomarker,ALK positive,ALK:positive,Patient must have a tumor that is negative for EGFR mutation/ALK translocations or other actionable first line mutations in which patients would receive first-line oral tyrosine kinase inhibitors
